date,category,region,store_size,month,day_of_week,is_weekend,promotion,footfall,avg_basket,discount_pct,sales
2027-03-28,Groceries,North,Medium,3,6,1,0,105,10.94,17.8,1002.96
2027-03-29,Clothing,West,Large,3,0,0,0,43,7.45,1.8,356.66
2027-03-30,Home & Garden,North,Large,3,1,0,1,190,8.83,25.0,1326.18
2027-03-31,Clothing,Central,Medium,3,2,0,0,86,8.31,24.9,583.09
2027-04-01,Sports,North,Large,4,3,0,0,25,10.36,0.7,244.74
2027-04-02,Groceries,East,Medium,4,4,0,1,169,12.69,0.1,2043.06
2027-04-03,Clothing,Central,Small,4,5,1,1,32,11.02,7.9,470.93
2027-04-04,Home & Garden,North,Medium,4,6,1,1,47,9.66,25.2,487.39
2027-04-05,Groceries,West,Medium,4,0,0,0,88,10.53,15.6,726.38
2027-04-06,Groceries,North,Medium,4,1,0,0,169,9.95,25.9,1235.22
2027-04-07,Electronics,Central,Large,4,2,0,1,140,10.72,3.6,1703.11
2027-04-08,Electronics,West,Large,4,3,0,0,225,9.3,18.7,1643.11
2027-04-09,Sports,Central,Large,4,4,0,0,111,9.38,14.6,984.95
2027-04-10,Clothing,North,Small,4,5,1,1,36,9.13,11.2,532.16
2027-04-11,Groceries,East,Medium,4,6,1,0,142,8.52,26.6,877.23
2027-04-12,Groceries,North,Large,4,0,0,0,286,8.4,4.2,2382.38
2027-04-13,Sports,West,Small,4,1,0,1,39,11.4,3.6,514.31
2027-04-14,Electronics,West,Large,4,2,0,1,127,10.38,5.9,1363.0
2027-04-15,Electronics,Central,Small,4,3,0,1,78,9.28,26.6,655.12
2027-04-16,Home & Garden,South,Large,4,4,0,1,151,11.51,6.5,1793.47
2027-04-17,Groceries,South,Medium,4,5,1,1,169,8.92,26.0,1234.14
2027-04-18,Home & Garden,East,Medium,4,6,1,0,99,10.24,25.3,823.91
2027-04-19,Clothing,Central,Small,4,0,0,1,44,9.63,5.8,450.35
2027-04-20,Electronics,North,Medium,4,1,0,1,63,11.83,14.9,719.69
2027-04-21,Groceries,West,Large,4,2,0,0,180,9.09,26.5,1309.2
2027-04-22,Sports,West,Large,4,3,0,1,109,8.82,7.6,1005.58
2027-04-23,Clothing,North,Small,4,4,0,1,64,9.24,12.8,601.33
2027-04-24,Clothing,East,Medium,4,5,1,1,65,9.07,11.6,584.88
2027-04-25,Groceries,West,Small,4,6,1,1,82,9.25,28.9,608.19
2027-04-26,Clothing,North,Medium,4,0,0,1,49,9.88,26.5,460.17
2027-04-27,Clothing,South,Medium,4,1,0,0,94,9.58,29.1,587.22
2027-04-28,Clothing,East,Medium,4,2,0,1,35,13.11,5.0,570.38
2027-04-29,Sports,West,Large,4,3,0,1,89,9.69,29.0,705.47
2027-04-30,Sports,South,Small,4,4,0,0,48,9.29,17.0,376.95
2027-05-01,Electronics,West,Small,5,5,1,0,59,12.42,17.3,584.93
2027-05-02,Sports,South,Medium,5,6,1,1,37,11.64,14.0,466.44
2027-05-03,Sports,East,Large,5,0,0,0,77,9.11,4.4,750.5
2027-05-04,Home & Garden,Central,Small,5,1,0,0,37,8.3,13.1,284.49
2027-05-05,Sports,South,Medium,5,2,0,0,37,10.74,23.9,318.13
2027-05-06,Sports,Central,Large,5,3,0,0,92,8.87,22.6,651.56
2027-05-07,Clothing,West,Medium,5,4,0,0,47,9.43,25.6,372.25
2027-05-08,Groceries,West,Medium,5,5,1,1,100,10.34,24.9,881.84
2027-05-09,Electronics,South,Small,5,6,1,1,79,10.64,1.5,980.3
2027-05-10,Electronics,South,Large,5,0,0,1,178,8.85,25.5,1345.54
2027-05-11,Groceries,Central,Medium,5,1,0,0,131,10.75,2.6,1276.24
2027-05-12,Electronics,West,Large,5,2,0,0,120,10.86,25.7,1042.83
2027-05-13,Sports,North,Small,5,3,0,0,43,9.75,1.6,409.97
2027-05-14,Sports,East,Small,5,4,0,0,26,9.63,27.7,176.2
2027-05-15,Clothing,East,Medium,5,5,1,0,41,8.5,25.5,275.81
2027-05-16,Clothing,North,Large,5,6,1,0,67,9.6,8.5,610.4
2027-05-17,Sports,Central,Medium,5,0,0,1,49,12.4,25.7,624.94
2027-05-18,Home & Garden,West,Large,5,1,0,1,83,9.94,21.0,754.3
2027-05-19,Sports,East,Small,5,2,0,1,37,12.98,14.7,584.22
2027-05-20,Groceries,West,Small,5,3,0,0,95,9.45,18.2,794.68
2027-05-21,Groceries,Central,Medium,5,4,0,0,161,11.67,0.6,1756.73
2027-05-22,Home & Garden,North,Large,5,5,1,0,102,9.26,21.4,826.89
2027-05-23,Home & Garden,East,Small,5,6,1,0,53,11.79,12.0,547.0
2027-05-24,Groceries,Central,Small,5,0,0,0,80,10.42,8.5,746.12
2027-05-25,Home & Garden,West,Small,5,1,0,0,48,11.29,4.9,510.64
2027-05-26,Electronics,South,Small,5,2,0,1,101,7.89,9.7,880.19
2027-05-27,Clothing,South,Medium,5,3,0,0,109,8.57,2.6,903.39
2027-05-28,Electronics,South,Large,5,4,0,1,169,11.02,16.8,1712.54
2027-05-29,Home & Garden,East,Small,5,5,1,1,59,9.92,23.9,591.34
2027-05-30,Clothing,South,Small,5,6,1,1,38,9.81,8.6,529.96
2027-05-31,Home & Garden,East,Large,5,0,0,0,117,9.95,22.7,900.52
2027-06-01,Groceries,Central,Small,6,1,0,1,87,12.98,14.0,1021.57
2027-06-02,Sports,South,Medium,6,2,0,0,56,11.41,17.4,527.92
2027-06-03,Clothing,East,Small,6,3,0,1,29,9.64,25.5,338.07
2027-06-04,Sports,Central,Large,6,4,0,1,63,8.28,11.0,598.38
2027-06-05,Clothing,East,Medium,6,5,1,0,40,11.58,2.0,434.36
2027-06-06,Sports,South,Medium,6,6,1,1,54,9.01,12.8,618.84
2027-06-07,Groceries,West,Large,6,0,0,1,190,11.07,8.3,2054.16
2027-06-08,Home & Garden,South,Medium,6,1,0,1,128,9.81,4.8,1330.07
2027-06-09,Groceries,North,Medium,6,2,0,0,101,9.68,22.1,721.1
2027-06-10,Sports,East,Small,6,3,0,0,22,10.48,16.6,205.03
2027-06-11,Electronics,East,Large,6,4,0,0,163,7.75,16.8,1159.59
2027-06-12,Clothing,North,Medium,6,5,1,1,30,9.59,28.4,423.88
2027-06-13,Clothing,Central,Medium,6,6,1,1,63,11.53,28.7,566.31
2027-06-14,Home & Garden,West,Small,6,0,0,1,32,9.21,23.0,353.11
2027-06-15,Groceries,North,Small,6,1,0,1,106,9.93,24.0,946.04
2027-06-16,Clothing,South,Small,6,2,0,0,40,11.5,10.5,407.74
2027-06-17,Home & Garden,East,Medium,6,3,0,1,94,10.31,18.1,902.78
2027-06-18,Groceries,South,Small,6,4,0,0,93,11.03,8.8,1009.77
2027-06-19,Home & Garden,West,Small,6,5,1,1,49,8.68,15.9,575.07
2027-06-20,Clothing,North,Medium,6,6,1,0,64,8.37,24.7,440.96
2027-06-21,Home & Garden,Central,Small,6,0,0,0,33,11.16,12.2,323.93
2027-06-22,Clothing,North,Medium,6,1,0,1,112,8.82,23.9,773.94
2027-06-23,Electronics,North,Large,6,2,0,0,92,9.96,26.6,717.51
2027-06-24,Home & Garden,North,Small,6,3,0,1,40,9.93,6.3,458.0
2027-06-25,Groceries,Central,Large,6,4,0,1,138,11.81,24.5,1192.05
2027-06-26,Sports,North,Large,6,5,1,0,61,11.7,18.0,609.91
2027-06-27,Electronics,North,Medium,6,6,1,1,100,9.1,21.2,772.38
2027-06-28,Clothing,Central,Small,6,0,0,1,31,11.36,3.0,512.96
2027-06-29,Groceries,East,Large,6,1,0,0,289,9.0,18.0,2093.02
2027-06-30,Electronics,South,Medium,6,2,0,0,138,8.44,24.5,944.25
2027-07-01,Home & Garden,East,Large,7,3,0,1,74,11.23,22.0,811.71
2027-07-02,Sports,West,Medium,7,4,0,0,44,10.78,0.9,480.6
2027-07-03,Clothing,Central,Small,7,5,1,1,42,10.61,29.6,425.97
2027-07-04,Home & Garden,East,Small,7,6,1,1,85,8.64,21.6,707.2
2027-07-05,Groceries,North,Small,7,0,0,1,45,11.41,23.6,607.65
2027-07-06,Clothing,South,Large,7,1,0,1,49,10.26,28.8,453.43
2027-07-07,Home & Garden,East,Medium,7,2,0,1,67,8.89,29.4,503.82
2027-07-08,Groceries,Central,Medium,7,3,0,0,117,9.3,19.8,828.33
2027-07-09,Clothing,Central,Medium,7,4,0,0,13,9.05,21.1,95.36
2027-07-10,Electronics,South,Medium,7,5,1,1,84,8.64,15.6,811.27
2027-07-11,Clothing,North,Small,7,6,1,1,41,8.21,5.8,405.27
2027-07-12,Sports,East,Small,7,0,0,1,16,11.84,10.6,243.7
2027-07-13,Home & Garden,West,Small,7,1,0,0,47,10.78,15.3,418.88
2027-07-14,Electronics,South,Medium,7,2,0,1,122,9.46,14.6,1235.78
2027-07-15,Home & Garden,South,Medium,7,3,0,0,65,9.9,0.6,714.2
2027-07-16,Sports,East,Large,7,4,0,1,77,10.03,15.7,794.67
2027-07-17,Home & Garden,North,Medium,7,5,1,1,50,10.06,9.1,519.04
2027-07-18,Clothing,East,Medium,7,6,1,0,54,10.93,2.7,609.94
2027-07-19,Sports,Central,Large,7,0,0,0,62,9.2,27.1,415.66
2027-07-20,Clothing,Central,Small,7,1,0,0,20,9.56,21.1,155.65
2027-07-21,Electronics,Central,Medium,7,2,0,1,87,9.75,15.4,892.59
2027-07-22,Clothing,North,Large,7,3,0,1,73,7.63,17.4,627.19
2027-07-23,Home & Garden,West,Large,7,4,0,1,50,8.8,7.9,510.51
2027-07-24,Clothing,South,Small,7,5,1,1,31,9.37,3.4,452.36
2027-07-25,Clothing,Central,Large,7,6,1,0,81,9.8,0.1,776.25
2027-07-26,Sports,West,Small,7,0,0,0,31,10.72,27.8,248.34
2027-07-27,Home & Garden,West,Medium,7,1,0,1,79,10.42,5.4,880.52
2027-07-28,Electronics,West,Medium,7,2,0,1,90,9.36,6.7,924.59
2027-07-29,Electronics,Central,Small,7,3,0,0,49,9.74,16.8,368.66
2027-07-30,Electronics,East,Large,7,4,0,0,132,8.59,28.4,851.97
2027-07-31,Sports,East,Medium,7,5,1,1,43,9.5,13.3,446.07
2027-08-01,Electronics,Central,Medium,8,6,1,0,47,9.99,3.7,492.7
2027-08-02,Electronics,South,Small,8,0,0,0,30,12.36,16.7,303.11
2027-08-03,Clothing,East,Small,8,1,0,0,38,9.57,17.7,313.29
2027-08-04,Clothing,Central,Medium,8,2,0,1,54,11.15,21.9,561.55
2027-08-05,Home & Garden,South,Medium,8,3,0,1,56,8.24,9.0,637.03
2027-08-06,Sports,North,Medium,8,4,0,1,23,11.07,6.7,338.55
2027-08-07,Clothing,North,Medium,8,5,1,0,20,9.91,25.1,158.38
2027-08-08,Home & Garden,North,Small,8,6,1,1,45,8.91,13.2,478.35
2027-08-09,Sports,North,Medium,8,0,0,0,36,9.49,15.8,324.0
2027-08-10,Home & Garden,South,Medium,8,1,0,0,62,8.81,26.8,426.06
2027-08-11,Sports,East,Medium,8,2,0,1,32,8.67,23.6,403.04
2027-08-12,Electronics,East,Small,8,3,0,1,46,8.18,3.4,521.09
2027-08-13,Electronics,Central,Small,8,4,0,1,61,10.41,29.1,495.37
2027-08-14,Clothing,Central,Medium,8,5,1,0,48,11.28,17.8,436.2
2027-08-15,Groceries,West,Medium,8,6,1,1,60,11.87,16.4,714.0
2027-08-16,Sports,East,Medium,8,0,0,0,19,10.2,12.8,172.97
2027-08-17,Sports,West,Small,8,1,0,1,29,8.78,23.5,382.76
2027-08-18,Clothing,Central,Medium,8,2,0,0,55,9.9,29.1,362.82
2027-08-19,Groceries,South,Large,8,3,0,0,142,11.63,4.5,1520.58
2027-08-20,Home & Garden,East,Medium,8,4,0,1,32,9.82,13.1,365.41
2027-08-21,Groceries,North,Small,8,5,1,1,62,12.45,26.8,681.65
2027-08-22,Clothing,South,Medium,8,6,1,0,18,10.14,16.6,164.34
2027-08-23,Electronics,East,Large,8,0,0,0,132,8.37,28.0,840.39
2027-08-24,Home & Garden,North,Medium,8,1,0,1,58,9.69,6.8,611.88
2027-08-25,Home & Garden,East,Small,8,2,0,1,45,9.02,3.7,560.14
2027-08-26,Sports,South,Medium,8,3,0,1,57,10.34,28.2,502.62
2027-08-27,Groceries,Central,Medium,8,4,0,1,80,10.48,12.4,856.73
2027-08-28,Sports,North,Large,8,5,1,1,39,9.17,21.9,373.98
2027-08-29,Groceries,East,Small,8,6,1,1,73,9.99,28.7,668.21
2027-08-30,Groceries,West,Medium,8,0,0,0,124,12.19,5.5,1336.43
2027-08-31,Clothing,East,Large,8,1,0,0,67,7.66,22.6,448.3
2027-09-01,Electronics,West,Large,9,2,0,1,83,11.87,7.7,1078.09
2027-09-02,Electronics,Central,Small,9,3,0,1,41,10.45,16.7,412.84
2027-09-03,Home & Garden,Central,Small,9,4,0,1,30,12.63,23.7,350.0
2027-09-04,Electronics,East,Small,9,5,1,0,53,9.17,10.7,442.47
2027-09-05,Groceries,Central,Large,9,6,1,0,102,11.4,16.1,967.81
2027-09-06,Clothing,North,Large,9,0,0,1,10,10.09,14.4,207.23
2027-09-07,Sports,North,Small,9,1,0,0,22,9.67,8.5,198.35
2027-09-08,Clothing,North,Small,9,2,0,1,22,8.99,24.2,290.62
2027-09-09,Clothing,East,Large,9,3,0,1,45,12.43,18.2,604.35
2027-09-10,Home & Garden,East,Medium,9,4,0,1,57,8.02,20.3,462.53
2027-09-11,Electronics,Central,Small,9,5,1,0,46,12.04,17.5,482.95
2027-09-12,Clothing,South,Medium,9,6,1,0,47,10.76,10.9,502.56
2027-09-13,Groceries,South,Large,9,0,0,1,191,11.07,26.7,1577.02
2027-09-14,Home & Garden,North,Large,9,1,0,1,77,12.12,16.1,835.4
2027-09-15,Groceries,West,Small,9,2,0,0,63,12.15,1.6,750.52
2027-09-16,Electronics,South,Small,9,3,0,1,36,8.12,0.1,476.59
2027-09-17,Electronics,West,Medium,9,4,0,1,60,10.69,6.1,628.53
2027-09-18,Electronics,East,Small,9,5,1,1,39,10.1,29.6,408.65
2027-09-19,Clothing,Central,Small,9,6,1,1,25,10.64,22.6,263.29
2027-09-20,Electronics,East,Small,9,0,0,0,29,11.07,17.7,263.8
2027-09-21,Home & Garden,West,Medium,9,1,0,0,77,8.77,12.2,581.02
2027-09-22,Groceries,West,Medium,9,2,0,0,93,8.75,11.3,717.54
2027-09-23,Clothing,East,Large,9,3,0,1,41,11.74,17.2,517.8
2027-09-24,Clothing,South,Large,9,4,0,0,38,12.13,13.7,394.85
2027-09-25,Home & Garden,North,Large,9,5,1,1,48,8.08,6.9,592.59
2027-09-26,Home & Garden,South,Small,9,6,1,0,23,12.09,27.3,205.15
2027-09-27,Home & Garden,South,Small,9,0,0,0,45,10.72,7.7,447.18
2027-09-28,Clothing,West,Small,9,1,0,1,18,11.17,13.1,298.34
2027-09-29,Clothing,West,Large,9,2,0,0,50,8.49,29.6,313.21
2027-09-30,Home & Garden,East,Large,9,3,0,0,40,10.17,28.3,294.76
2027-10-01,Electronics,East,Small,10,4,0,1,52,7.94,18.0,518.01
2027-10-02,Electronics,North,Small,10,5,1,1,29,9.21,14.6,380.56
2027-10-03,Groceries,Central,Large,10,6,1,0,100,8.01,15.2,715.23
2027-10-04,Home & Garden,Central,Large,10,0,0,1,85,11.04,4.4,1065.36
2027-10-05,Electronics,North,Large,10,1,0,1,45,11.09,30.0,433.66
2027-10-06,Home & Garden,South,Small,10,2,0,0,32,12.65,22.4,309.39
2027-10-07,Electronics,Central,Small,10,3,0,0,26,9.52,6.5,255.68
2027-10-08,Sports,Central,Large,10,4,0,0,47,12.29,22.1,421.21
2027-10-09,Groceries,South,Large,10,5,1,0,157,7.66,10.4,1195.55
2027-10-10,Sports,East,Medium,10,6,1,1,35,9.33,4.2,435.19
2027-10-11,Electronics,East,Large,10,0,0,1,98,9.77,25.9,809.25
2027-10-12,Electronics,North,Large,10,1,0,1,70,11.16,21.3,699.65
2027-10-13,Electronics,South,Medium,10,2,0,0,55,12.02,1.6,634.87
2027-10-14,Electronics,West,Small,10,3,0,0,52,8.5,21.4,356.2
2027-10-15,Clothing,South,Large,10,4,0,0,72,8.74,6.0,600.7
2027-10-16,Clothing,East,Small,10,5,1,0,24,7.87,18.8,176.68
2027-10-17,Home & Garden,Central,Medium,10,6,1,1,51,11.05,28.5,428.03
2027-10-18,Clothing,Central,Large,10,0,0,1,36,9.45,19.6,463.9
2027-10-19,Clothing,West,Large,10,1,0,0,40,12.75,17.3,410.94
2027-10-20,Sports,South,Small,10,2,0,0,26,8.74,6.4,225.59
2027-10-21,Clothing,South,Medium,10,3,0,0,51,9.06,24.1,365.63
2027-10-22,Sports,Central,Small,10,4,0,1,19,11.2,20.3,320.63
2027-10-23,Electronics,West,Large,10,5,1,0,45,9.52,6.0,445.33
2027-10-24,Clothing,North,Medium,10,6,1,1,62,8.91,1.5,595.99
2027-10-25,Home & Garden,South,Small,10,0,0,1,40,10.09,27.4,373.71
2027-10-26,Sports,Central,Medium,10,1,0,1,26,8.75,22.5,365.44
2027-10-27,Clothing,Central,Small,10,2,0,1,24,9.84,12.4,318.82
2027-10-28,Clothing,West,Large,10,3,0,1,47,9.24,4.2,652.18
2027-10-29,Clothing,East,Large,10,4,0,1,27,12.8,6.4,480.76
2027-10-30,Groceries,South,Large,10,5,1,0,162,9.52,7.6,1473.51
2027-10-31,Sports,South,Large,10,6,1,0,42,9.06,6.6,391.49
2027-11-01,Sports,North,Medium,11,0,0,0,33,9.18,28.6,209.5
2027-11-02,Sports,Central,Small,11,1,0,1,31,8.39,27.0,344.43
2027-11-03,Clothing,Central,Medium,11,2,0,0,27,12.44,0.9,323.53
2027-11-04,Electronics,North,Large,11,3,0,1,62,8.9,10.1,581.21
2027-11-05,Home & Garden,West,Small,11,4,0,1,32,11.81,2.2,508.67
2027-11-06,Groceries,East,Medium,11,5,1,1,86,10.58,29.1,686.01
2027-11-07,Groceries,West,Small,11,6,1,1,82,9.22,7.0,839.74
2027-11-08,Sports,Central,Large,11,0,0,0,38,13.31,21.9,370.94
2027-11-09,Home & Garden,West,Small,11,1,0,0,36,9.93,22.9,290.72
2027-11-10,Electronics,West,Large,11,2,0,1,117,8.07,7.2,1100.14
2027-11-11,Sports,North,Small,11,3,0,0,27,7.96,0.7,227.53
2027-11-12,Sports,North,Small,11,4,0,0,15,8.75,25.2,108.07
2027-11-13,Sports,West,Large,11,5,1,0,45,8.62,6.4,362.3
2027-11-14,Groceries,West,Large,11,6,1,1,93,8.32,7.8,915.7
2027-11-15,Electronics,West,Large,11,0,0,0,64,10.78,29.9,541.73
2027-11-16,Electronics,East,Large,11,1,0,1,68,11.03,2.7,842.16
2027-11-17,Sports,North,Small,11,2,0,1,19,10.3,2.1,310.23
2027-11-18,Sports,Central,Small,11,3,0,0,8,10.24,22.5,73.4
2027-11-19,Clothing,South,Medium,11,4,0,1,75,8.62,16.3,698.43
2027-11-20,Home & Garden,Central,Large,11,5,1,1,88,8.31,21.0,751.37
2027-11-21,Electronics,Central,Small,11,6,1,1,53,9.82,26.3,554.41
2027-11-22,Clothing,Central,Large,11,0,0,0,60,12.93,16.1,633.95
2027-11-23,Sports,Central,Medium,11,1,0,0,26,8.05,5.0,227.6
2027-11-24,Electronics,West,Small,11,2,0,0,50,9.01,12.5,432.52
2027-11-25,Clothing,Central,Medium,11,3,0,1,42,11.87,1.8,603.05
2027-11-26,Clothing,East,Medium,11,4,0,1,50,9.1,20.7,439.32
2027-11-27,Electronics,South,Large,11,5,1,1,72,9.5,8.6,876.42
2027-11-28,Groceries,West,Medium,11,6,1,1,96,9.29,9.7,962.33
2027-11-29,Home & Garden,West,Medium,11,0,0,0,69,8.6,28.9,435.8
2027-11-30,Electronics,West,Medium,11,1,0,0,38,9.28,15.2,320.26
2027-12-01,Sports,North,Medium,12,2,0,0,40,8.11,29.4,241.97
2027-12-02,Groceries,West,Small,12,3,0,0,56,11.72,23.2,476.79
2027-12-03,Sports,East,Medium,12,4,0,1,63,9.7,15.4,560.13
2027-12-04,Groceries,West,Small,12,5,1,0,37,9.94,12.9,350.77
2027-12-05,Groceries,North,Medium,12,6,1,0,84,8.2,14.8,640.32
2027-12-06,Clothing,South,Large,12,0,0,1,32,11.22,24.8,383.79
2027-12-07,Clothing,North,Large,12,1,0,1,35,11.33,14.3,521.74
2027-12-08,Sports,West,Large,12,2,0,1,47,9.14,12.2,610.34
2027-12-09,Home & Garden,East,Small,12,3,0,0,58,8.81,0.3,512.78
2027-12-10,Clothing,North,Medium,12,4,0,0,21,10.03,15.0,203.63
2027-12-11,Electronics,South,Small,12,5,1,0,69,8.96,9.2,547.46
2027-12-12,Home & Garden,North,Large,12,6,1,0,68,8.09,18.7,476.93
2027-12-13,Electronics,North,Large,12,0,0,0,116,8.57,8.6,965.67
2027-12-14,Home & Garden,Central,Medium,12,1,0,0,71,9.47,21.0,589.19
2027-12-15,Home & Garden,North,Large,12,2,0,1,69,11.11,17.2,709.79
2027-12-16,Clothing,East,Medium,12,3,0,1,25,11.4,23.8,429.21
2027-12-17,Home & Garden,North,Medium,12,4,0,0,61,9.56,13.7,482.3
2027-12-18,Sports,West,Small,12,5,1,0,18,9.65,28.0,122.19
2027-12-19,Groceries,South,Large,12,6,1,1,167,11.17,17.2,1604.01
2027-12-20,Groceries,Central,Small,12,0,0,1,105,7.91,23.7,759.69
2027-12-21,Electronics,Central,Medium,12,1,0,1,77,12.6,3.4,1012.2
2027-12-22,Home & Garden,West,Large,12,2,0,0,53,10.98,25.6,405.95
2027-12-23,Home & Garden,North,Medium,12,3,0,0,40,10.53,0.3,470.74
2027-12-24,Groceries,West,Large,12,4,0,0,129,11.56,25.1,1156.67
2027-12-25,Clothing,East,Large,12,5,1,1,73,8.84,15.1,709.48
2027-12-26,Home & Garden,West,Small,12,6,1,1,31,9.65,8.6,359.56
2027-12-27,Clothing,South,Small,12,0,0,1,40,10.36,22.2,387.71
2027-12-28,Sports,East,Large,12,1,0,0,41,9.31,26.0,300.43
2027-12-29,Home & Garden,South,Small,12,2,0,1,23,10.3,10.2,409.64
2027-12-30,Home & Garden,South,Large,12,3,0,1,127,8.52,28.0,913.21
2027-12-31,Groceries,North,Small,12,4,0,1,100,8.58,3.2,938.48
2028-01-01,Electronics,North,Medium,1,5,1,0,63,12.76,4.5,725.39
2028-01-02,Groceries,Central,Large,1,6,1,0,114,11.73,20.8,1025.2
2028-01-03,Clothing,East,Medium,1,0,0,1,71,8.22,2.7,690.44
2028-01-04,Home & Garden,North,Medium,1,1,0,0,77,8.24,3.6,676.01
2028-01-05,Electronics,South,Small,1,2,0,1,78,7.92,19.6,636.98
2028-01-06,Groceries,Central,Small,1,3,0,1,87,9.9,15.2,942.24
2028-01-07,Clothing,East,Small,1,4,0,0,41,9.93,6.4,364.27
2028-01-08,Groceries,West,Large,1,5,1,1,141,8.3,21.3,1086.76
2028-01-09,Clothing,Central,Medium,1,6,1,0,27,11.16,16.6,251.41
2028-01-10,Clothing,North,Medium,1,0,0,0,51,11.14,9.8,517.63
2028-01-11,Sports,East,Large,1,1,0,1,85,10.15,0.7,918.77
2028-01-12,Home & Garden,East,Large,1,2,0,1,65,10.28,13.5,705.36
2028-01-13,Groceries,South,Large,1,3,0,0,281,9.8,4.8,2707.96
2028-01-14,Home & Garden,Central,Large,1,4,0,1,104,10.37,6.1,1192.88
2028-01-15,Sports,Central,Medium,1,5,1,1,47,9.8,6.7,576.38
2028-01-16,Electronics,West,Large,1,6,1,1,105,9.52,13.7,970.48
2028-01-17,Home & Garden,North,Medium,1,0,0,0,33,12.03,16.7,315.24
2028-01-18,Home & Garden,North,Small,1,1,0,1,48,9.29,15.0,467.76
2028-01-19,Sports,Central,Medium,1,2,0,1,45,8.71,4.1,417.69
2028-01-20,Electronics,South,Large,1,3,0,0,148,9.23,14.9,1192.88
2028-01-21,Clothing,West,Small,1,4,0,0,18,10.57,10.2,198.42
2028-01-22,Groceries,Central,Large,1,5,1,0,144,9.9,13.1,1189.33
2028-01-23,Home & Garden,North,Large,1,6,1,0,71,11.74,8.8,801.65
2028-01-24,Clothing,North,Small,1,0,0,0,40,8.5,22.3,287.08
2028-01-25,Clothing,Central,Medium,1,1,0,0,37,10.35,23.9,293.98
2028-01-26,Groceries,Central,Small,1,2,0,1,63,12.53,14.2,801.48
2028-01-27,Electronics,West,Small,1,3,0,0,52,12.16,6.5,603.63
2028-01-28,Sports,West,Large,1,4,0,1,60,11.63,14.5,630.48
2028-01-29,Electronics,East,Large,1,5,1,1,189,8.63,27.3,1370.63
2028-01-30,Clothing,North,Small,1,6,1,0,33,11.68,2.9,372.87
2028-01-31,Groceries,Central,Medium,1,0,0,1,127,11.1,15.7,1229.03
2028-02-01,Groceries,West,Medium,2,1,0,1,85,11.01,0.2,1129.31
2028-02-02,Home & Garden,South,Large,2,2,0,0,111,11.82,10.9,1116.58
2028-02-03,Clothing,East,Small,2,3,0,0,43,10.58,26.9,317.88
2028-02-04,Home & Garden,East,Large,2,4,0,0,89,9.22,6.8,785.69
2028-02-05,Electronics,East,Medium,2,5,1,0,90,10.41,26.2,683.08
2028-02-06,Sports,South,Large,2,6,1,1,47,13.04,28.9,603.68
2028-02-07,Groceries,East,Small,2,0,0,1,161,9.18,7.4,1612.84
2028-02-08,Sports,Central,Small,2,1,0,0,32,11.3,20.1,309.79
2028-02-09,Clothing,North,Large,2,2,0,0,62,12.28,17.7,610.28
2028-02-10,Home & Garden,Central,Large,2,3,0,1,143,10.34,15.3,1474.39
2028-02-11,Groceries,North,Small,2,4,0,1,104,8.04,17.2,849.08
2028-02-12,Home & Garden,Central,Large,2,5,1,0,121,9.1,23.0,845.37
2028-02-13,Home & Garden,North,Small,2,6,1,1,64,10.72,25.2,569.23
2028-02-14,Groceries,East,Medium,2,0,0,1,96,11.51,18.5,1054.09
2028-02-15,Electronics,West,Medium,2,1,0,0,131,9.85,3.7,1152.5
2028-02-16,Sports,South,Small,2,2,0,1,40,10.82,29.4,484.87
2028-02-17,Electronics,North,Medium,2,3,0,1,80,10.76,1.3,947.15
2028-02-18,Clothing,West,Small,2,4,0,0,42,8.99,29.1,260.66
2028-02-19,Sports,North,Medium,2,5,1,0,66,9.25,16.5,492.59
2028-02-20,Clothing,Central,Large,2,6,1,1,91,10.59,4.1,1097.54
2028-02-21,Sports,North,Small,2,0,0,1,29,8.45,11.4,367.4
2028-02-22,Clothing,East,Small,2,1,0,1,35,9.26,25.3,405.33
2028-02-23,Electronics,East,Medium,2,2,0,1,89,11.76,27.5,983.78
2028-02-24,Electronics,Central,Small,2,3,0,0,106,10.33,13.4,928.07
2028-02-25,Home & Garden,West,Small,2,4,0,1,55,11.59,26.8,640.55
2028-02-26,Home & Garden,West,Medium,2,5,1,0,63,10.06,7.4,636.97
2028-02-27,Groceries,Central,Small,2,6,1,1,92,11.33,19.6,1014.7
2028-02-28,Sports,West,Small,2,0,0,0,43,9.8,17.3,360.89
2028-02-29,Clothing,North,Medium,2,1,0,0,88,8.33,20.9,595.33
2028-03-01,Groceries,East,Large,3,2,0,1,197,11.57,6.7,2210.88
2028-03-02,Home & Garden,Central,Medium,3,3,0,1,114,8.58,4.6,994.88
2028-03-03,Groceries,South,Small,3,4,0,0,118,11.47,20.8,1153.43
2028-03-04,Clothing,South,Small,3,5,1,0,36,11.57,6.6,409.42
2028-03-05,Groceries,Central,Large,3,6,1,1,280,12.61,1.8,3306.67
2028-03-06,Home & Garden,East,Small,3,0,0,1,50,9.71,21.6,493.62
2028-03-07,Sports,Central,Medium,3,1,0,1,32,10.99,20.7,441.51
2028-03-08,Clothing,North,Large,3,2,0,1,43,8.75,20.6,354.57
2028-03-09,Groceries,West,Large,3,3,0,0,249,9.9,9.8,2171.76
2028-03-10,Electronics,Central,Medium,3,4,0,1,112,10.18,5.9,1208.86
